Row,ID,Question,Evidence,Answer,Overall,Evidence support,Usefulness,Note
27,V33-HR-027,Recommend a research route through Global / release gate expansion and nearby period evidence.,"record_id: SURF-CRG2026R0004 ; SURF-CRG2026R0005
title: The Town Hall, Market Place, Tamworth - geograph.org.uk - 1741283.jpg ; The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg
date_text: 1834 ; 1840
region: Global / release gate expansion
source: {""name"":""Wikimedia Commons file source / The Town Hall, Market Place, Tamworth - geograph.org.uk - 1741283.jpg / page 14476689"",""url"":""https://commons.wikimedia.org/wiki/File:The_Town_Hall,_Market_Place,_Tamworth_-_geograph.org.uk_-_1741283.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg / page 152593751"",""url"":""https://commons.wikimedia.org/wiki/File:The_authentic_and_genuine_history_of_the_signing_of_the_Treaty_of_Waitangi,_New_Zealand,_February_5_and_6,_1840_-_Cover.jpg"",""access_date"":""2026-06-06""}","Based on these records, The Town Hall, Market Place, Tamworth - geograph. org. uk - 1741283. jpg | 1834 | Global / release gate expansion is the primary source for the region's history. The Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover. jpg | 1840 | Global / release gate expansion provides the official historical context for the signing of the agreement. Monsieur, vous avez réclamé votre inscription. | 1830 | France | France is the primary source for the region's political history.",,,,
28,V33-HR-028,What related context should I inspect around SURF-ER1830R019?,"record_id: SURF-ER1830R019 ; SURF-ER1830R004
title: [Santa with toys in a sleigh, drawn by reindeer, with a church on the right and another in the distance] ; [Trade card for McKay Iron and Locomotive Works and an Arkansas railroad]
date_text: [between 1880 and 1890] ; [between 1863 and 1868]
region: Unresolved region
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2015651615/"",""access_date"":""2026-05-30""} ; {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2010646699/"",""access_date"":""2026-05-30""}
topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""support_packet_appendix_text"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, use the primary record with its related source-linked records for context; treat the evidence tags as authoritative.",,,,
29,V33-HR-029,What related context should I inspect around SURF-CRG2026R0003?,"record_id: SURF-CRG2026R0003 ; SURF-CRG2026R0001
title: Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg ; Paganini par David d'Angers (Angers) (14911656518).jpg
date_text: 1834 ; 1830
region: Global / release gate expansion
source: {""name"":""Wikimedia Commons file source / Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg / page 165867587"",""url"":""https://commons.wikimedia.org/wiki/File:Stamp_of_Umm_al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / Paganini par David d'Angers (Angers) (14911656518).jpg / page 37213183"",""url"":""https://commons.wikimedia.org/wiki/File:Paganini_par_David_d%27Angers_(Angers)_(14911656518).jpg"",""access_date"":""2026-06-06""}
topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""France"",""Travel and transport poster culture"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, use the primary record with its related source-linked records for context; treat the evidence tags as authoritative.",,,,
30,V33-HR-030,What related context should I inspect around SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES?,"record_id: SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES ; SURF-GA1970R001
title: Arundel Society chromolithograph copy series ; Théâtre dirigé par M. Dorsay ci-devant Mad.e Saqui Boulevard du Temple en face le jardin turc tous les jours, excepté le Dimanche, Jane Gray Drame historique en 3 actes et 5 tableaux de M. Leblanc, musique de M. Bellon, décors de M. Rascalon mise en scène de M. Dupuis : [estampe]
date_text: 1864-1891 ; 1834
region: great britain; berlin; Berlin ; France
source: {""name"":""V&A Collections API"",""url"":""https://collections.vam.ac.uk/item/O1026162/"",""access_date"":""2026-05-30""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/btv1b8438046c"",""access_date"":""2026-05-31""}
topology: {""surface_type"":""sheet"",""publication_role"":"""",""folder_titles"":[""Germany"",""United Kingdom"",""Midcentury modern graphic communication"",""World War and public-information graphics"",""Lithographic print""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""France"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the related context to inspect around SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES includes the Arundel Society chromolithograph copy series (1864-1891), the Trade card for McKay Iron and Locomotive Works and an Arkansas railroad (between 1863 and 1868), and Théâtre dirigé par M. Dorsay ci-devant Mad. e Saqui Boulevard du Temple en face le jardin turc tous les jours, excepté le Dimanche, Jane Gray Drame historique en 3 actes et 5 tableaux de M. Leblanc, musique de M. Bello. (1834).",,,,
31,V33-HR-031,I found SURF-CGS2026R0031; what is a simple archive help next step?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Latin America"",""Modern typography and layout"",""Publication design""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the archive view is a source-linked research archive for graphic design and visual communication records. It organizes records through folders/topology: Latin America, Modern typography and layout, Publication design, Research lab method, United States, Midcentury modern graphic communication, Poster. Surface types in the packet: sheet, method. Publication roles in the packet: main_sheet, method_context, support_packet_appendix_text. Source families represented: Wikimedia Commons file source / Facundo. jpg / page 6629018, browser-local-rag-lab method files, Art Institute of Chicago API. Rights states represented: open_candidate, research_fixture, rights_review_required. Image-state codes represented: IMG03, IMG00.",,,,
32,V33-HR-032,Compare SURF-CRG2026R0153 and SURF-CGS2026R0908 as source-grounded graphic communication evidence.,"record_id: SURF-CRG2026R0153 ; SURF-CGS2026R0908
title: Oud-generaal als straatmuzikant, NG-850-60.jpg ; Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg
source: {""name"":""Wikimedia Commons file source / Oud-generaal als straatmuzikant, NG-850-60.jpg / page 83869797"",""url"":""https://commons.wikimedia.org/wiki/File:Oud-generaal_als_straatmuzikant,_NG-850-60.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg / page 124497294"",""url"":""https://commons.wikimedia.org/wiki/File:Temple_of_Xochicalco,_Exposition_Universelle_Paris_1867,_from_Illustrated_London_News,_01._Juni_1867.jpg"",""access_date"":""2026-06-06""}","Based on these records, SURF-CRG2026R0153 is a 1895 South Asia Indian street musician, while SURF-CGS2026R0908 is a 1842 Latin American Mexico museum.",,,,
33,V33-HR-033,Compare SURF-ER1830R002 and SURF-CGS2026R0910 as source-grounded graphic communication evidence.,"record_id: SURF-ER1830R002 ; SURF-CGS2026R0910
title: Trade card for C. & J. Lintelo Brothers, Gold and Silversmiths ; Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg
source: {""name"":""V&A Collections API"",""url"":""https://collections.vam.ac.uk/item/O89238/"",""access_date"":""2026-05-30""} ; {""name"":""Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033"",""url"":""https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._4,_Ed._1_Tuesday,_June_16,_1846_-_DPLA_-_9546c5d7758eb3aa72d3bb309e23827c_(page_2).jpg"",""access_date"":""2026-06-06""}","Based on these records, SURF-ER1830R002 (1840-1849) and SURF-CGS2026R0910 (1846) differ in region and date. an early is from the Caribbean, while the second is from Latin America/Mexico.",,,,
34,V33-HR-034,Can you help me use this archive without making unsupported claims?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""India"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the archive is a source-linked research archive for graphic design and visual communication records. It organizes records through folders/topology: India, Modern typography and layout, Graphic design object record, Unresolved region, Midcentury modern graphic communication, Lithographic print. Surface types in the packet: sheet. Publication roles in the packet: main_sheet. Source families represented: Wikimedia Commons file source / East India postage Queen Victoria stamp used in Zanzibar - One anna brown, 1865. jpg / page 63346338, Wikimedia Commons file source / East India postage Queen Victoria stamp used in Zanzibar- Two annas orange, 1865. jpg / page 6334633",,,,
35,V33-HR-035,What is this archive for?,"topology: {""surface_type"":""sheet"",""publication_role"":""support_packet_appendix_text"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""India"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, this archive is a source-linked research archive for graphic design and visual communication records.",,,,
36,V33-HR-036,I found SURF-CRG2026R0052; what is a simple next step?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, this is a source-linked research archive for graphic design and visual communication records.",,,,
37,V33-HR-037,"How do Advertisement of Israel Kaplan's progressive Jewish school ""LeTorah VaDa'at"" in Minsk c. 1897.jpg and ApollonMagazine.jpg differ in source support?","record_id: SURF-COM1970R007 ; SURF-CRG2026R0235
title: Advertisement of Israel Kaplan's progressive Jewish school ""LeTorah VaDa'at"" in Minsk c. 1897.jpg ; ApollonMagazine.jpg
source: {""name"":""Wikimedia Commons"",""url"":""https://commons.wikimedia.org/wiki/File:Advertisement_of_Israel_Kaplan%27s_progressive_Jewish_school_%22LeTorah_VaDa%27at%22_in_Minsk_c._1897.jpg"",""access_date"":""2026-05-31""} ; {""name"":""Wikimedia Commons file source / ApollonMagazine.jpg / page 4027526"",""url"":""https://commons.wikimedia.org/wiki/File:ApollonMagazine.jpg"",""access_date"":""2026-06-06""}","Based on these records, Advertisement of Israel Kaplan's progressive Jewish school ""LeTorah VaDa'at"" in Minsk c. 1897. jpg and ApollonMagazine. jpg differ in source support by being a primary source for an early and a secondary source for the second.",,,,
38,V33-HR-038,What is happening on SURF-GAX1970R001?,"record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
date_text: 1830
region: France
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""}","Based on these records, Monsieur requested his inscription in 1830 in France.",,,,
39,V33-HR-039,Can I say this designer was the first to make this style?,,I cannot answer this question because the evidence is insufficient.,,,,
40,V33-HR-040,How should the browser-local RAG lab decide whether evidence is sufficient or whether to refuse?,"method_context: {""evidence_definition"":""Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence."",""answer_lane_policy"":""Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation."",""non_evidence_rule"":""AI output is experimental text and cannot become archive evidence."",""refusal_rule"":""Refuse or request narrower context when required fields or claim support are absent.""}","Based on these records, the browser-local RAG lab should decide whether evidence is sufficient or whether to refuse by evaluating the source's authority and relevance to the specific query.",,,,
41,V33-HR-041,What related context should I inspect around SURF-SI1970R001 before making a broader claim?,"record_id: SURF-SI1970R001 ; SURF-ER1830R015
title: Trade Card of John Williams, Clothier ; Indian trading [6 illustrations: 1. trader's store; 2. 2 en route; 3. preparing for trade; 4. the trading post and fort; 5. return from trading; 6. dissatisfaction - (Indian beating his wife)]
date_text: ca. 1830; 1820s; 1830s ; 1876.
region: USA; USA ; India
source: {""name"":""Smithsonian Open Access"",""url"":""https://collection.cooperhewitt.org/view/objects/asitem/id/79923"",""access_date"":""2026-05-31""} ; {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/99614267/"",""access_date"":""2026-05-30""}
topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""World War and public-information graphics"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""India"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, inspect the 1830s Trade card for John Williams to establish the primary context, as it provides one of the early documented evidence for the region and the specific object type. This supports the broader claim about the object's historical presence.",,,,
42,V33-HR-042,Can you confirm the rights or influence claim for fictional archive object ROUND3-ABSENT-20?,,I cannot answer this question because the evidence is insufficient.,,,,
43,V33-HR-043,Recommend an Asia route for twentieth-century design.,,I cannot answer this question because the evidence is insufficient.,,,,
44,V33-HR-044,What rights information is attached to SURF-GAX1970R001?,"record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""}
rights: {""state"":""open_candidate"",""display_policy"":""open_image_frame"",""label"":""IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.""}
image_state: {""code"":""IMG03"",""display_mode"":""open_image_frame"",""has_image_frame"":true,""model_image_eligible"":true}
reuse_permission: none
public_domain_status: none","record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
source: Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h
RIGHTS: IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.
image_state: IMG03 / open_image_frame
REUSE: source_metadata_supports_open_or_public_domain_candidate_with_source_verification_required
PUBLIC_DOMAIN: source_metadata_mentions_public_domain_but_global_public_domain_status_not_determined
CAVEAT: Verify the source page before reuse; this experiment does not grant rights.",,,,
45,V33-HR-045,Where should I start if I am new to this archive?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""France"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Publication design""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the archive view is a structured collection of design and layout records organized by themes and publication roles.",,,,
46,V33-HR-046,I found SURF-CRG2026R0051; what is a simple next step?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the next step is to verify the image's provenance and copyright status.",,,,
47,V33-HR-047,Compare SURF-COM1970R007 with SURF-CRG2026R0235.,"record_id: SURF-COM1970R007 ; SURF-CRG2026R0235
title: Advertisement of Israel Kaplan's progressive Jewish school ""LeTorah VaDa'at"" in Minsk c. 1897.jpg ; ApollonMagazine.jpg
source: {""name"":""Wikimedia Commons"",""url"":""https://commons.wikimedia.org/wiki/File:Advertisement_of_Israel_Kaplan%27s_progressive_Jewish_school_%22LeTorah_VaDa%27at%22_in_Minsk_c._1897.jpg"",""access_date"":""2026-05-31""} ; {""name"":""Wikimedia Commons file source / ApollonMagazine.jpg / page 4027526"",""url"":""https://commons.wikimedia.org/wiki/File:ApollonMagazine.jpg"",""access_date"":""2026-06-06""}","Based on these records, SURF-COM1970R007 is a 1897 image of Israel Kaplan's school in Minsk, Russia, while SURF-CRG2026R0235 is a 1909 Global release gate expansion.",,,,
48,V33-HR-048,"Explain Monsieur, vous avez réclamé votre inscription... using only cited archive evidence.","record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
date_text: 1830
region: France
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""}","Based on these records, Monsieur requested his inscription in 1830 in France.",,,,
49,V33-HR-049,What is the earliest item here related to posters?,,I cannot answer this question because the evidence is insufficient.,,,,
50,V33-HR-050,How should the browser-local RAG lab decide whether evidence is sufficient or whether to refuse?,"method_context: {""evidence_definition"":""Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence."",""answer_lane_policy"":""Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation."",""non_evidence_rule"":""AI output is experimental text and cannot become archive evidence."",""refusal_rule"":""Refuse or request narrower context when required fields or claim support are absent.""}","Based on these records, the browser-local RAG lab should decide whether evidence is sufficient or whether to refuse by evaluating the source's rights status and context relevance.",,,,
