Row,ID,Question,Evidence,Answer,Overall,Evidence support,Usefulness,Note
51,V33-HR-051,What related context should I inspect around SURF-ER1830R066 before making a broader claim?,"record_id: SURF-ER1830R066 ; SURF-CRG2026R0246
title: Buy a Little Present for the Kaiser ; PlumEdwardVII.jpg
date_text: 1917/18 ; 1910
region: United States ; Global / release gate expansion
source: {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/7962"",""access_date"":""2026-05-30""} ; {""name"":""Wikimedia Commons file source / PlumEdwardVII.jpg / page 7544844"",""url"":""https://commons.wikimedia.org/wiki/File:PlumEdwardVII.jpg"",""access_date"":""2026-06-06""}
topology: {""surface_type"":""sheet"",""publication_role"":""support_packet_appendix_text"",""folder_titles"":[""United States"",""World War and public-information graphics"",""Poster""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Russia"",""World War and public-information graphics"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, I should inspect the 1917/18 United States poster and the 1910 Global graphic design object to understand the broader context before making a broader claim.",,,,
52,V33-HR-052,Can you confirm the rights or influence claim for fictional archive object ROUND3-ABSENT-6?,,I cannot answer this question because the evidence is insufficient.,,,,
53,V33-HR-053,Recommend a Latin America route for modern graphic design.,"record_id: SURF-CGS2026R0681 ; SURF-CGS2026R0328 ; SURF-CGS2026R0030
title: Diego Portales-D S No 20.JPG ; El restaurador de las leyes.jpg ; Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg
date_text: 1837 ; 1840 ; 1842
region: Latin America / Chile ; Latin America / Argentina
source: {""name"":""Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695"",""url"":""https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / El restaurador de las leyes.jpg / page 10603704"",""url"":""https://commons.wikimedia.org/wiki/File:El_restaurador_de_las_leyes.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / Stamp commemorating the centenary of the birth of José Manuel Estrada.jpg / page 30060076"",""url"":""https://commons.wikimedia.org/wiki/File:Stamp_commemorating_the_centenary_of_the_birth_of_Jos%C3%A9_Manuel_Estrada.jpg"",""access_date"":""2026-06-06""}","Based on these records, modern graphic design in Latin America often utilizes the 1837 Diego Portales-D S No 20. JPG image as a foundational visual element, reflecting the region's historical cultural context.",,,,
54,V33-HR-054,"What source, rights, reuse, and public domain status information is attached to SURF-CGS2026R0031?","record_id: SURF-CGS2026R0031
title: Facundo.jpg
source: {""name"":""Wikimedia Commons file source / Facundo.jpg / page 6629018"",""url"":""https://commons.wikimedia.org/wiki/File:Facundo.jpg"",""access_date"":""2026-06-06""}
rights: {""state"":""open_candidate"",""display_policy"":""open_image_frame"",""label"":""IMG03: Wikimedia Commons open-license metadata: Public domain.""}
image_state: {""code"":""IMG03"",""display_mode"":""open_image_frame"",""has_image_frame"":true,""model_image_eligible"":true}
reuse_permission: none
public_domain_status: none","record_id: SURF-CGS2026R0031
title: Facundo.jpg
source: Wikimedia Commons file source / Facundo.jpg / page 6629018 / https://commons.wikimedia.org/wiki/File:Facundo.jpg
RIGHTS: IMG03: Wikimedia Commons open-license metadata: Public domain.
image_state: IMG03 / open_image_frame
REUSE: source_metadata_supports_open_or_public_domain_candidate_with_source_verification_required
PUBLIC_DOMAIN: source_metadata_mentions_public_domain_but_global_public_domain_status_not_determined
CAVEAT: Verify the source page before reuse; this experiment does not grant rights.",,,,
55,V33-HR-055,How should I use the archive topology to move between East Asia / China and Latin America / Argentina evidence?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""United States"",""World War and public-information graphics"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Latin America"",""World War and public-information graphics"",""Poster""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, this archive view organizes source-linked records by topology, folders, surface type, and evidence fields.",,,,
56,V33-HR-056,I found SURF-CRG2026R0050; what is a simple next step?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the next step is to verify the source-family link and check the rights_review_required status for the specific image.",,,,
57,V33-HR-057,Compare SURF-CRG2026R0100 and SURF-CGS2026R0681 as source-grounded graphic communication evidence.,"record_id: SURF-CRG2026R0100 ; SURF-CGS2026R0681
title: HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi Unidentified author designer No know copyright restrict.jpg ; Diego Portales-D S No 20.JPG
source: {""name"":""Wikimedia Commons file source / HYMNES et PAVILLONS DʼINDOCHINE 1941 Leaders flags anthems of French Indochina WW2 Vichy France 50 LUANG-PRABANG Le Patriote Lao Hymne national Laotien Thong Dy 01 - IDEO. Hanoi..."",""url"":""https://commons.wikimedia.org/wiki/File:HYMNES_et_PAVILLONS_D%CA%BCINDOCHINE_1941_Leaders_flags_anthems_of_French_Indochina_WW2_Vichy_France_50_LUANG-PRABANG_Le_Patriote_Lao_Hymne_national_Laotien_Thong_Dy_01_-_IDEO._Hanoi_Unidentified_author_designer_No_know_copyright_restrict.jpg"",""access_date"":""2026-06-06""} ; {""name"":""Wikimedia Commons file source / Diego Portales-D S No 20.JPG / page 7016695"",""url"":""https://commons.wikimedia.org/wiki/File:Diego_Portales-D_S_No_20.JPG"",""access_date"":""2026-06-06""}","Based on these records, SURF-CRG2026R0100 is a 1941 French Indochina anthem while SURF-CGS2026R0681 is a 1837 Chilean document.",,,,
58,V33-HR-058,What sources are linked to SURF-GAX1970R001?,"record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
date_text: 1830
region: France
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""}","Based on these records, this record is represented by Monsieur, vous avez réclamé votre inscription. , dated 1830, with region France.",,,,
59,V33-HR-059,Which item is the first or earliest example for unsupported chronology claim ROUND3-17?,,I cannot answer this question because the evidence is insufficient.,,,,
60,V33-HR-060,How should the browser-local RAG lab decide whether to answer or refuse?,"method_context: {""evidence_definition"":""Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence."",""answer_lane_policy"":""Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation."",""non_evidence_rule"":""AI output is experimental text and cannot become archive evidence."",""refusal_rule"":""Refuse or request narrower context when required fields or claim support are absent.""}","Based on these records, the archive treats source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence; generated AI text remains experimental and cannot become archive evidence.",,,,
61,V33-HR-061,What related context should I inspect around SURF-ER1830R008?,"record_id: SURF-ER1830R008 ; SURF-GAX1970R003
title: Gardner's photographic advertising card ; Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1
date_text: c1869 ; 1835
region: Unresolved region ; France
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2007675841/"",""access_date"":""2026-05-30""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k6332775h"",""access_date"":""2026-05-31""}
topology: {""surface_type"":""sheet"",""publication_role"":""support_packet_appendix_text"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Advertisement""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""France"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, I should inspect the Unresolved region and Midcentury modern graphic communication sections to find the specific SURF-ER1830R008 entry.",,,,
62,V33-HR-062,Can you confirm the rights or influence claim for fictional archive object ROUND3-ABSENT-7?,,I cannot answer this question because the evidence is insufficient.,,,,
63,V33-HR-063,Recommend a Russia or Soviet route for the twentieth century.,,I cannot answer this question because the evidence is insufficient.,,,,
64,V33-HR-064,Can this image be reused?,"record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""}
rights: {""state"":""open_candidate"",""display_policy"":""open_image_frame"",""label"":""IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.""}
image_state: {""code"":""IMG03"",""display_mode"":""open_image_frame"",""has_image_frame"":true,""model_image_eligible"":true}
reuse_permission: none
public_domain_status: none","record_id: SURF-GAX1970R001
title: Monsieur, vous avez réclamé votre inscription...
source: Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k5456008h
RIGHTS: IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.
image_state: IMG03 / open_image_frame
REUSE: source_metadata_supports_open_or_public_domain_candidate_with_source_verification_required
PUBLIC_DOMAIN: source_metadata_mentions_public_domain_but_global_public_domain_status_not_determined
CAVEAT: Verify the source page before reuse; this experiment does not grant rights.",,,,
65,V33-HR-065,How should I use the archive topology to move between great britain; berlin; Berlin and USA; USA evidence?,"topology: {""surface_type"":""sheet"",""publication_role"":"""",""folder_titles"":[""Germany"",""United Kingdom"",""Midcentury modern graphic communication"",""World War and public-information graphics"",""Lithographic print""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""World War and public-information graphics"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the archive topology allows moving between great britain; berlin; Berlin and USA; USA evidence through the folder ""World War and public-information graphics"" and the ""Trade card"" folder. This organize records by surface type and publication roles.",,,,
66,V33-HR-066,I found SURF-CRG2026R0006; what is a simple next step?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the next step is to verify the image's provenance and copyright status.",,,,
67,V33-HR-067,Compare SURF-ER1830R052 and SURF-CRG2026R0003 as source-grounded graphic communication evidence.,"record_id: SURF-ER1830R052 ; SURF-CRG2026R0003
title: The Modern Poster ; Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg
source: {""name"":""Art Institute of Chicago API"",""url"":""https://www.artic.edu/artworks/55093"",""access_date"":""2026-05-30""} ; {""name"":""Wikimedia Commons file source / Stamp of Umm al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg / page 165867587"",""url"":""https://commons.wikimedia.org/wiki/File:Stamp_of_Umm_al-Quwain-1967-The-Irones--by-Edgar-Degas-1834-multi-1riyal-perfin.jpg"",""access_date"":""2026-06-06""}","Based on these records, SURF-ER1830R052 is a modern poster from the United States, while SURF-CRG2026R0003 is a stamp from the Irones by Edgar-Degas from 1834.",,,,
68,V33-HR-068,Explain SURF-CGS2026R0910 using only source-linked evidence.,"record_id: SURF-CGS2026R0910
title: Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg
date_text: 1846
region: Latin America / Mexico
source: {""name"":""Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033"",""url"":""https://commons.wikimedia.org/wiki/File:Republic_of_Rio_Grande._And_Friend_of_the_People._(Brownsville,_Tex.),_Vol._1,_No._4,_Ed._1_Tuesday,_June_16,_1846_-_DPLA_-_9546c5d7758eb3aa72d3bb309e23827c_(page_2).jpg"",""access_date"":""2026-06-06""}","Based on these records, Record 1 is the primary source for the current object.",,,,
69,V33-HR-069,Which item is the first or earliest example for unsupported chronology claim ROUND3-16?,,I cannot answer this question because the evidence is insufficient.,,,,
70,V33-HR-070,How should the browser-local RAG lab decide whether to answer or refuse?,"method_context: {""evidence_definition"":""Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence."",""answer_lane_policy"":""Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation."",""non_evidence_rule"":""AI output is experimental text and cannot become archive evidence."",""refusal_rule"":""Refuse or request narrower context when required fields or claim support are absent.""}","Based on these records, the archive treats source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence; generated AI text remains experimental and cannot become archive evidence.",,,,
71,V33-HR-071,What related context should I inspect around SURF-ER1830R018?,"record_id: SURF-ER1830R018 ; SURF-GAX1970R004
title: [Pearsall Photography Studio trade card] ; Journal spécial de la typographie, imprimerie, gravure, fonderie, papeterie et librairie
date_text: 1880. ; 1838-1839
region: Unresolved region ; France
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2010635174/"",""access_date"":""2026-05-30""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/cb328023517"",""access_date"":""2026-05-31""}
topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Midcentury modern graphic communication"",""Trade card""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""France"",""Midcentury modern graphic communication"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, I should inspect the Trade card and Lithographic print.",,,,
72,V33-HR-072,Can you confirm the rights or influence claim for fictional archive object ROUND3-ABSENT-4?,,I cannot answer this question because the evidence is insufficient.,,,,
73,V33-HR-073,Recommend a France route for the nineteenth century.,"record_id: SURF-GAX1970R001 ; SURF-GAX1970R002 ; SURF-GA1970R001
title: Monsieur, vous avez réclamé votre inscription... ; La typographie : poëme / par M. L. Pelletier ; Théâtre dirigé par M. Dorsay ci-devant Mad.e Saqui Boulevard du Temple en face le jardin turc tous les jours, excepté le Dimanche, Jane Gray Drame historique en 3 actes et 5 tableaux de M. Leblanc, musique de M. Bellon, décors de M. Rascalon mise en scène de M. Dupuis : [estampe]
date_text: 1830 ; 1832 ; 1834
region: France
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k5456008h"",""access_date"":""2026-05-31""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k54640797"",""access_date"":""2026-05-31""} ; {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/btv1b8438046c"",""access_date"":""2026-05-31""}","Based on these records, the recommended route is the 1832 period of the *Poëme* by M. L. Pelletier.",,,,
74,V33-HR-074,"What source, rights, reuse, and public domain status information is attached to SURF-GAX1970R003?","record_id: SURF-GAX1970R003
title: Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1
source: {""name"":""Gallica / BnF APIs"",""url"":""https://gallica.bnf.fr/ark:/12148/bpt6k6332775h"",""access_date"":""2026-05-31""}
rights: {""state"":""open_candidate"",""display_policy"":""open_image_frame"",""label"":""IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.""}
image_state: {""code"":""IMG03"",""display_mode"":""open_image_frame"",""has_image_frame"":true,""model_image_eligible"":true}
reuse_permission: none
public_domain_status: none","record_id: SURF-GAX1970R003
title: Manuel nouveau de typographie, imprimerie,... par A. Frey. Partie 1
source: Gallica / BnF APIs / https://gallica.bnf.fr/ark:/12148/bpt6k6332775h
RIGHTS: IMG03: Gallica SRU metadata reports public-domain rights; IIIF image is source-hosted by BnF.
image_state: IMG03 / open_image_frame
REUSE: source_metadata_supports_open_or_public_domain_candidate_with_source_verification_required
PUBLIC_DOMAIN: source_metadata_mentions_public_domain_but_global_public_domain_status_not_determined
CAVEAT: Verify the source page before reuse; this experiment does not grant rights.",,,,
75,V33-HR-075,How should I use the archive topology to move between Eastern Europe / Romania and Latin America / Argentina evidence?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Unresolved region"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]} ; {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Latin America"",""Modern typography and layout"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the archive topology allows users to navigate between Eastern Europe / Romania and Latin America / Argentina evidence through the Unresolved region and Graphic design object record folders.",,,,
76,V33-HR-076,I found SURF-CRG2026R0246; what is a simple next step?,"topology: {""surface_type"":""sheet"",""publication_role"":""main_sheet"",""folder_titles"":[""Russia"",""World War and public-information graphics"",""Graphic design object record""],""historical_node_ids"":[""HN009"",""HN010"",""HN011"",""HN014""],""movement_ids"":[]}","Based on these records, the next step is to verify the image's publication role and source family to ensure it is correctly categorized within the graphic design and visual communication records.",,,,
77,V33-HR-077,Compare SURF-ER1830R008 and SURF-CRG2026R0031 as source-grounded graphic communication evidence.,"record_id: SURF-ER1830R008 ; SURF-CRG2026R0031
title: Gardner's photographic advertising card ; East India postage Queen Victoria stamp used in Zanzibar - One anna brown, 1865.jpg
source: {""name"":""Library of Congress loc.gov API"",""url"":""https://www.loc.gov/pictures/item/2007675841/"",""access_date"":""2026-05-30""} ; {""name"":""Wikimedia Commons file source / East India postage Queen Victoria stamp used in Zanzibar - One anna brown, 1865.jpg / page 63346338"",""url"":""https://commons.wikimedia.org/wiki/File:East_India_postage_Queen_Victoria_stamp_used_in_Zanzibar_-_One_anna_brown,_1865.jpg"",""access_date"":""2026-06-06""}","Based on these records, SURF-ER1830R008 is a primary source while SURF-CRG2026R0031 is secondary evidence.",,,,
78,V33-HR-078,Explain SURF-CRG2026R0020 using only source-linked evidence.,"record_id: SURF-CRG2026R0020
title: Stamp 1968 UAE-RK MiNr0243A pm B002.jpg
date_text: 1853
region: Global / release gate expansion
source: {""name"":""Wikimedia Commons file source / Stamp 1968 UAE-RK MiNr0243A pm B002.jpg / page 118013751"",""url"":""https://commons.wikimedia.org/wiki/File:Stamp_1968_UAE-RK_MiNr0243A_pm_B002.jpg"",""access_date"":""2026-06-06""}","Based on these records, Record 1 is the primary source for the current object.",,,,
79,V33-HR-079,Is this the first example of modern poster design in the archive?,,I cannot answer this question because the evidence is insufficient.,,,,
80,V33-HR-080,How should the browser-local RAG lab decide whether evidence is sufficient or whether to refuse?,"method_context: {""evidence_definition"":""Use source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence."",""answer_lane_policy"":""Choose help, fast_answer, source_rights, research_answer, or refusal_more_context before generation."",""non_evidence_rule"":""AI output is experimental text and cannot become archive evidence."",""refusal_rule"":""Refuse or request narrower context when required fields or claim support are absent.""}","Based on these records, the archive treats source-linked metadata, compact text, source, rights, image-state, and topology fields as retrieval evidence.",,,,
